id,data,pais,centro_custo,categoria,descricao,valor_usd,aprovado
1363,2024-06-29,Colômbia,CC-007,Marketing,Repurpose out-of-the-box networks,3186.52,True
308,2024-06-29,México,CC-015,Consultoria,Brand compelling supply-chains,8521.83,True
487,2024-06-29,México,CC-003,TI,Aggregate sticky info-mediaries,11731.24,False
712,2024-06-30,Brasil,CC-004,TI,Iterate interactive solutions,21983.88,False
2277,2024-06-30,Peru,CC-002,Infraestrutura,Scale robust vortals,31651.9,False
699,2024-06-30,Colômbia,CC-014,TI,Cultivate customized networks,10405.71,True
685,2024-06-30,Chile,CC-009,Viagens,Mesh scalable solutions,3927.18,True
378,2024-06-30,Colômbia,CC-008,Marketing,Benchmark next-generation content,9768.77,False
1128,2024-07-01,México,CC-011,Treinamento,Monetize transparent supply-chains,8306.66,True
617,2024-07-01,Peru,CC-011,Consultoria,Scale compelling web-readiness,5843.89,True
1933,2024-07-01,Argentina,CC-015,Treinamento,Engineer best-of-breed niches,9721.78,False
2242,2024-07-01,Colômbia,CC-003,Treinamento,Extend enterprise communities,3589.15,True
1359,2024-07-01,Peru,CC-003,Consultoria,Unleash compelling vortals,6989.75,True
2368,2024-07-01,Peru,CC-010,Treinamento,Productize impactful methodologies,8014.58,False
2346,2024-07-02,Brasil,CC-002,Viagens,Incentivize web-enabled metrics,2786.41,False
399,2024-07-02,Peru,CC-011,Infraestrutura,Reinvent best-of-breed systems,35101.71,True
2196,2024-07-02,Colômbia,CC-007,Marketing,Engineer strategic e-commerce,1278.0,False
1050,2024-07-03,Brasil,CC-002,Marketing,E-enable dot-com channels,3151.58,True
896,2024-07-03,Peru,CC-012,Marketing,Re-intermediate interactive e-tailers,5768.08,True
1950,2024-07-04,Brasil,CC-004,Treinamento,Scale mission-critical mindshare,2962.7,True
2323,2024-07-04,Chile,CC-009,Consultoria,Orchestrate interactive convergence,9089.3,True
2327,2024-07-04,Peru,CC-013,TI,Transform scalable vortals,33685.27,True
732,2024-07-04,Brasil,CC-011,Viagens,Aggregate robust web services,2940.2,False
605,2024-07-05,Chile,CC-013,Marketing,Utilize world-class schemas,4218.99,True
866,2024-07-05,Chile,CC-001,Infraestrutura,Brand revolutionary e-commerce,25967.83,False
1985,2024-07-05,Colômbia,CC-010,TI,Implement turn-key applications,10426.08,False
1775,2024-07-05,México,CC-002,Consultoria,Synergize scalable channels,7646.46,True
2055,2024-07-05,Peru,CC-012,Infraestrutura,Revolutionize collaborative markets,26822.04,True
2049,2024-07-06,Colômbia,CC-010,Consultoria,Disintermediate magnetic action-items,3908.74,True
1733,2024-07-06,Colômbia,CC-015,Viagens,Architect synergistic interfaces,1932.96,True
1111,2024-07-06,Brasil,CC-007,Infraestrutura,Strategize vertical bandwidth,35242.46,True
1854,2024-07-06,Chile,CC-014,Infraestrutura,Incubate intuitive partnerships,11520.89,True
1320,2024-07-06,Argentina,CC-006,Treinamento,Transition interactive e-tailers,4282.8,True
2120,2024-07-07,Chile,CC-009,Consultoria,Innovate transparent bandwidth,4641.36,True
1802,2024-07-07,Chile,CC-013,Marketing,Engage back-end experiences,3703.91,True
1328,2024-07-07,México,CC-013,TI,Repurpose visionary metrics,7566.23,False
1601,2024-07-07,Peru,CC-002,Consultoria,Productize web-enabled web-readiness,5489.6,False
416,2024-07-07,México,CC-001,Consultoria,Expedite cross-platform vortals,6639.35,False
1386,2024-07-08,Brasil,CC-014,Infraestrutura,Harness magnetic methodologies,13225.05,True
1281,2024-07-08,Brasil,CC-015,Marketing,Synergize rich architectures,4040.83,False
769,2024-07-09,Colômbia,CC-004,Viagens,Scale efficient networks,3533.87,True
542,2024-07-09,Argentina,CC-003,Infraestrutura,Reinvent ubiquitous communities,22536.03,True
1361,2024-07-09,Peru,CC-010,Treinamento,Aggregate collaborative bandwidth,9386.74,True
892,2024-07-09,Argentina,CC-006,Treinamento,Morph rich vortals,4541.81,True
1669,2024-07-10,Colômbia,CC-003,Infraestrutura,Incentivize bricks-and-clicks users,8905.82,True
2315,2024-07-10,México,CC-005,Marketing,Leverage cross-media methodologies,1446.83,True
2159,2024-07-10,México,CC-009,Infraestrutura,Iterate open-source relationships,25876.45,True
2428,2024-07-10,Colômbia,CC-013,Viagens,Matrix innovative channels,2208.92,True
2031,2024-07-11,Peru,CC-010,Infraestrutura,Evolve dot-com channels,28243.57,False
1276,2024-07-12,Brasil,CC-011,TI,Deliver sticky supply-chains,9392.45,True
405,2024-07-12,Argentina,CC-008,Marketing,Re-intermediate seamless technologies,6852.58,False
890,2024-07-13,Argentina,CC-014,Infraestrutura,Syndicate end-to-end models,28471.57,True
1953,2024-07-13,Brasil,CC-006,Marketing,Integrate integrated experiences,3680.24,False
1714,2024-07-13,Brasil,CC-010,Infraestrutura,Grow viral e-commerce,6833.89,False
508,2024-07-13,México,CC-004,Consultoria,Orchestrate strategic deliverables,8445.57,False
1527,2024-07-13,Chile,CC-014,Marketing,Engineer b2c eyeballs,9802.21,True
2468,2024-07-13,Peru,CC-015,Viagens,Innovate mission-critical markets,3316.95,False
2314,2024-07-14,Argentina,CC-002,Marketing,Integrate bricks-and-clicks communities,2153.93,True
190,2024-07-14,Peru,CC-006,Viagens,Scale e-business portals,8748.05,False
2134,2024-07-14,Chile,CC-002,Viagens,Syndicate viral e-business,2256.0,True
571,2024-07-15,Brasil,CC-012,Marketing,Incubate 24/7 supply-chains,2557.14,True
1709,2024-07-15,Argentina,CC-014,Viagens,Incentivize one-to-one architectures,1913.36,False
2153,2024-07-16,Chile,CC-010,TI,Innovate dot-com architectures,36094.96,True
236,2024-07-16,Peru,CC-011,Viagens,Utilize efficient e-commerce,9149.95,True
1736,2024-07-16,Argentina,CC-010,TI,Orchestrate viral supply-chains,7081.28,True
425,2024-07-16,México,CC-014,Consultoria,Iterate integrated info-mediaries,3384.78,True
747,2024-07-17,Peru,CC-014,TI,Iterate front-end e-tailers,13295.39,True
2029,2024-07-17,Argentina,CC-004,Infraestrutura,Synergize world-class deliverables,15431.92,True
2409,2024-07-17,Peru,CC-006,Consultoria,Optimize one-to-one paradigms,4502.24,False
1207,2024-07-17,Argentina,CC-007,Viagens,Whiteboard visionary paradigms,3543.06,True
318,2024-07-18,Peru,CC-002,Marketing,Productize one-to-one users,2528.43,False
2350,2024-07-19,Colômbia,CC-006,TI,Utilize strategic systems,25627.14,True
991,2024-07-19,Chile,CC-006,TI,Evolve global synergies,26926.15,False
1679,2024-07-20,Argentina,CC-010,Consultoria,Embrace global users,8735.77,True
1287,2024-07-20,Colômbia,CC-005,Treinamento,Re-contextualize cross-platform solutions,8660.62,True
1543,2024-07-20,Chile,CC-012,Infraestrutura,Innovate customized infrastructures,27135.12,True
1580,2024-07-20,Argentina,CC-014,Treinamento,Evolve impactful info-mediaries,4784.08,False
1884,2024-07-21,Chile,CC-006,Viagens,Transition frictionless infrastructures,4648.36,True
2440,2024-07-21,Colômbia,CC-007,Marketing,Drive robust portals,2353.31,True
2172,2024-07-22,Peru,CC-010,TI,Unleash global markets,9208.11,True
436,2024-07-22,Argentina,CC-013,Viagens,Cultivate back-end communities,4666.35,True
1153,2024-07-22,Argentina,CC-009,Consultoria,Optimize plug-and-play solutions,3247.54,True
95,2024-07-23,Colômbia,CC-001,Treinamento,Monetize sticky e-tailers,2872.69,False
365,2024-07-23,México,CC-009,Marketing,Whiteboard extensible web services,1795.58,True
989,2024-07-23,Chile,CC-006,Consultoria,Harness bleeding-edge technologies,2684.03,True
818,2024-07-23,Argentina,CC-015,Viagens,Visualize distributed markets,5216.75,True
1379,2024-07-24,Chile,CC-005,TI,Innovate turn-key synergies,24821.33,True
1852,2024-07-25,Peru,CC-015,TI,Orchestrate frictionless models,4517.92,False
2492,2024-07-25,Brasil,CC-012,Viagens,Engineer distributed e-commerce,3880.5,True
2380,2024-07-26,Peru,CC-004,Marketing,Incubate killer networks,8695.01,True
730,2024-07-26,Argentina,CC-006,TI,Transition 24/7 initiatives,31681.22,True
63,2024-07-27,Peru,CC-006,Treinamento,Envisioneer sticky infrastructures,6174.0,True
1756,2024-07-27,Colômbia,CC-011,Viagens,Maximize strategic eyeballs,5554.14,True
1989,2024-07-27,Peru,CC-004,Infraestrutura,Revolutionize magnetic bandwidth,28339.51,False
722,2024-07-27,Colômbia,CC-013,Viagens,Generate customized action-items,5916.14,True
32,2024-07-27,Peru,CC-003,Treinamento,Embrace cutting-edge action-items,6558.94,True
1418,2024-07-28,Brasil,CC-006,Treinamento,Transform real-time users,5910.68,True
983,2024-07-28,México,CC-002,Consultoria,Brand sticky relationships,6873.14,True
2234,2024-07-29,Argentina,CC-001,Treinamento,Harness mission-critical paradigms,7542.77,True
2252,2024-07-29,México,CC-001,Marketing,Envisioneer front-end relationships,4056.79,True
2443,2024-07-30,Peru,CC-013,Marketing,Innovate virtual markets,3617.13,True
806,2024-07-30,Argentina,CC-010,Marketing,Brand b2b schemas,4746.17,False
1475,2024-07-31,México,CC-013,Consultoria,Exploit robust info-mediaries,5417.57,True
1257,2024-07-31,Argentina,CC-015,Marketing,Engineer cutting-edge e-tailers,5068.07,True
2231,2024-08-01,Brasil,CC-015,Treinamento,Incentivize world-class synergies,9721.31,True
1752,2024-08-01,Peru,CC-009,Treinamento,Embrace next-generation initiatives,6443.39,True
2364,2024-08-01,Colômbia,CC-011,Marketing,Unleash virtual e-services,2199.74,False
2170,2024-08-02,Chile,CC-013,Infraestrutura,Enhance global roi,26867.79,False
1762,2024-08-02,Colômbia,CC-005,TI,Re-contextualize holistic channels,25020.8,True
1213,2024-08-02,Argentina,CC-013,Infraestrutura,Empower turn-key models,16836.09,True
277,2024-08-02,Colômbia,CC-002,Consultoria,Mesh value-added mindshare,4860.71,True
356,2024-08-02,Peru,CC-008,TI,Exploit customized paradigms,29541.76,False
1033,2024-08-02,Colômbia,CC-012,Marketing,Transform extensible interfaces,6383.62,True
639,2024-08-02,Peru,CC-014,Treinamento,Synergize value-added roi,7264.38,False
103,2024-08-02,Chile,CC-013,Marketing,Leverage global content,3049.61,True
1579,2024-08-03,Colômbia,CC-011,Treinamento,Mesh proactive technologies,7678.33,False
1566,2024-08-03,Chile,CC-002,Infraestrutura,Incentivize global platforms,4838.99,True
1121,2024-08-03,Brasil,CC-013,Viagens,Seize impactful e-services,5805.18,True
157,2024-08-03,Chile,CC-008,Infraestrutura,Empower compelling architectures,23691.33,True
1451,2024-08-03,Chile,CC-013,Viagens,Exploit dynamic methodologies,2904.73,True
795,2024-08-03,Peru,CC-015,Viagens,Iterate best-of-breed e-commerce,5618.49,True
2098,2024-08-03,Peru,CC-011,Consultoria,Monetize user-centric interfaces,9573.23,True
994,2024-08-03,Chile,CC-004,TI,Visualize frictionless relationships,33912.8,True
409,2024-08-03,Chile,CC-009,Infraestrutura,Envisioneer 24/7 web-readiness,11940.52,True
790,2024-08-04,Argentina,CC-003,Marketing,Facilitate web-enabled web-readiness,6165.37,True
2373,2024-08-04,México,CC-003,Marketing,Engineer intuitive portals,2197.74,False
1060,2024-08-04,Chile,CC-004,Marketing,Generate b2b partnerships,3191.4,False
2074,2024-08-04,Brasil,CC-004,Marketing,Re-intermediate one-to-one networks,1461.07,False
344,2024-08-05,Argentina,CC-013,Treinamento,Target transparent platforms,3304.68,False
1465,2024-08-05,Argentina,CC-001,Viagens,Generate clicks-and-mortar e-business,7291.45,True
1027,2024-08-05,Argentina,CC-009,Viagens,Synergize innovative web-readiness,1345.75,False
1892,2024-08-05,México,CC-001,Viagens,Revolutionize compelling e-markets,1952.71,True
960,2024-08-05,Chile,CC-002,Treinamento,Integrate compelling relationships,1924.64,True
1056,2024-08-05,Peru,CC-002,Viagens,Iterate value-added models,9785.68,True
1755,2024-08-06,México,CC-005,Marketing,Incubate global eyeballs,6068.65,False
1181,2024-08-06,Chile,CC-006,Marketing,Exploit visionary platforms,6040.72,True
801,2024-08-06,México,CC-001,Consultoria,Transition cross-platform relationships,9271.02,False
1266,2024-08-06,Peru,CC-003,Treinamento,Matrix innovative interfaces,6586.24,False
1381,2024-08-07,Peru,CC-003,Consultoria,Orchestrate dynamic paradigms,4453.95,True
1137,2024-08-07,Chile,CC-001,Consultoria,Empower efficient platforms,7333.03,True
226,2024-08-07,Colômbia,CC-015,Marketing,Benchmark b2b experiences,7068.2,False
138,2024-08-08,México,CC-012,Treinamento,E-enable world-class users,9680.87,True
1134,2024-08-08,Argentina,CC-003,Viagens,Maximize out-of-the-box eyeballs,3682.61,False
1958,2024-08-09,Peru,CC-002,Consultoria,Engage integrated supply-chains,4197.8,True
8,2024-08-09,Argentina,CC-007,Marketing,Re-contextualize turn-key portals,2099.45,True
711,2024-08-09,Peru,CC-012,Consultoria,Aggregate visionary technologies,8671.25,True
2418,2024-08-10,Peru,CC-008,Treinamento,Drive visionary applications,6936.94,False
222,2024-08-10,Chile,CC-009,Consultoria,Grow bleeding-edge systems,2481.01,False
1790,2024-08-10,Colômbia,CC-009,Infraestrutura,Seize viral technologies,11269.41,False
1138,2024-08-10,Brasil,CC-013,TI,Utilize mission-critical portals,6349.27,False
253,2024-08-10,México,CC-015,Infraestrutura,Morph magnetic interfaces,28477.77,False
1776,2024-08-11,Peru,CC-003,Marketing,Synergize compelling systems,4144.55,True
2339,2024-08-11,México,CC-006,Infraestrutura,E-enable innovative deliverables,8756.48,True
1583,2024-08-11,Peru,CC-009,Viagens,Mesh cross-platform applications,4688.05,True
1604,2024-08-11,Colômbia,CC-007,Marketing,Scale interactive e-commerce,5553.28,True
1036,2024-08-11,Chile,CC-012,TI,Repurpose granular metrics,4680.49,True
1268,2024-08-11,México,CC-003,Infraestrutura,Seize world-class info-mediaries,32968.19,True
965,2024-08-12,Colômbia,CC-002,Infraestrutura,Revolutionize user-centric schemas,15446.61,True
1839,2024-08-12,Argentina,CC-005,Viagens,Implement extensible web-readiness,7477.05,False
2187,2024-08-12,Argentina,CC-003,Viagens,Enable cross-media e-business,4430.05,True
604,2024-08-12,Brasil,CC-012,Viagens,Repurpose bleeding-edge e-markets,8515.6,True
1278,2024-08-12,Chile,CC-007,Viagens,Syndicate interactive mindshare,1631.48,True
643,2024-08-12,México,CC-003,Infraestrutura,Facilitate granular mindshare,31400.97,False
1279,2024-08-13,Argentina,CC-011,Infraestrutura,Engage clicks-and-mortar functionalities,13884.56,True
1423,2024-08-13,Brasil,CC-008,Infraestrutura,Embrace compelling functionalities,27231.81,True
477,2024-08-13,Peru,CC-006,TI,Harness robust convergence,4964.78,True
1915,2024-08-13,Colômbia,CC-015,Viagens,Extend transparent partnerships,5564.19,True
1152,2024-08-13,Brasil,CC-012,Marketing,Re-intermediate web-enabled vortals,6872.26,True
1488,2024-08-14,Chile,CC-012,TI,Leverage e-business convergence,25889.7,True
2390,2024-08-14,México,CC-001,Infraestrutura,Generate user-centric platforms,17479.49,False
1832,2024-08-14,Chile,CC-012,TI,E-enable distributed e-tailers,12594.46,False
185,2024-08-15,México,CC-004,Marketing,Disintermediate 24/365 e-tailers,1427.61,True
1302,2024-08-15,Argentina,CC-013,Treinamento,Transform visionary convergence,7232.34,True
2365,2024-08-15,Chile,CC-008,Treinamento,Harness impactful partnerships,7556.12,True
911,2024-08-16,Brasil,CC-006,Infraestrutura,Seize rich solutions,11817.65,True
1013,2024-08-16,Colômbia,CC-009,TI,Incubate customized infrastructures,12089.7,True
623,2024-08-17,Colômbia,CC-007,Treinamento,Iterate global markets,2413.23,False
2102,2024-08-17,Peru,CC-014,Infraestrutura,Matrix wireless deliverables,30407.7,False
1849,2024-08-17,Argentina,CC-003,Marketing,Grow user-centric niches,5955.87,True
1310,2024-08-17,Colômbia,CC-008,Treinamento,Envisioneer innovative mindshare,1419.43,True
738,2024-08-18,Brasil,CC-004,Treinamento,Facilitate vertical eyeballs,6648.75,True
1975,2024-08-18,México,CC-002,Consultoria,Synergize granular applications,5408.61,False
2395,2024-08-18,México,CC-004,TI,Whiteboard world-class solutions,35807.11,True
513,2024-08-18,Argentina,CC-008,Infraestrutura,E-enable best-of-breed e-tailers,5959.81,True
478,2024-08-19,México,CC-003,Infraestrutura,Iterate real-time deliverables,29490.33,False
881,2024-08-19,Chile,CC-005,Infraestrutura,Streamline innovative metrics,12128.29,True
445,2024-08-19,Chile,CC-013,Infraestrutura,Mesh intuitive web services,30335.83,True
1291,2024-08-20,Peru,CC-007,TI,Syndicate best-of-breed e-tailers,30885.62,False
1158,2024-08-20,Peru,CC-014,Consultoria,E-enable ubiquitous interfaces,3622.86,True
1499,2024-08-21,México,CC-007,Infraestrutura,Utilize enterprise e-tailers,5248.78,True
1524,2024-08-21,Argentina,CC-010,Consultoria,Re-intermediate best-of-breed relationships,3996.27,True
2092,2024-08-21,México,CC-012,Treinamento,Facilitate transparent eyeballs,8106.79,True
1265,2024-08-22,Peru,CC-012,Marketing,Facilitate intuitive niches,1950.7,False
1918,2024-08-22,Peru,CC-003,Consultoria,Re-intermediate mission-critical e-commerce,3006.78,True
1863,2024-08-22,Brasil,CC-007,Viagens,Empower proactive deliverables,7119.82,False
602,2024-08-22,Colômbia,CC-013,Marketing,Target cross-media mindshare,4641.98,True
861,2024-08-22,Peru,CC-006,Treinamento,Streamline customized deliverables,6448.06,False
549,2024-08-23,Brasil,CC-011,Treinamento,Reinvent proactive portals,8355.78,False
908,2024-08-23,Peru,CC-006,Infraestrutura,Leverage one-to-one initiatives,19554.86,True
2355,2024-08-23,Chile,CC-007,Infraestrutura,Synthesize turn-key supply-chains,19396.89,True
1263,2024-08-23,Colômbia,CC-012,Viagens,Enable leading-edge communities,3400.72,True
2151,2024-08-24,México,CC-012,Treinamento,Productize impactful interfaces,5693.2,True
1119,2024-08-24,Colômbia,CC-002,Treinamento,Aggregate enterprise portals,3198.73,False
774,2024-08-25,Argentina,CC-014,Consultoria,Utilize b2b paradigms,1848.64,True
2279,2024-08-25,Brasil,CC-006,Treinamento,Generate wireless e-commerce,4136.78,True
2183,2024-08-25,Colômbia,CC-015,Viagens,Optimize real-time initiatives,6623.32,True
1147,2024-08-25,Peru,CC-003,Consultoria,Reinvent b2b roi,4055.72,True
1886,2024-08-26,Brasil,CC-006,TI,Benchmark collaborative paradigms,10996.93,True
779,2024-08-26,México,CC-002,Consultoria,Leverage cross-media supply-chains,2582.51,True
1771,2024-08-27,Peru,CC-008,Viagens,Unleash world-class e-services,9354.36,False
1421,2024-08-27,Colômbia,CC-003,Marketing,Envisioneer clicks-and-mortar architectures,6900.57,True
2338,2024-08-27,Brasil,CC-007,Marketing,Synergize frictionless eyeballs,8759.23,False
581,2024-08-28,Chile,CC-013,Consultoria,Whiteboard seamless deliverables,3837.82,True
1529,2024-08-28,Colômbia,CC-012,Marketing,Scale frictionless synergies,2641.36,False
2157,2024-08-28,Peru,CC-002,TI,Unleash clicks-and-mortar eyeballs,22184.84,True
1172,2024-08-28,Chile,CC-010,Infraestrutura,Strategize intuitive solutions,6423.9,True
763,2024-08-28,Chile,CC-003,Infraestrutura,Innovate distributed metrics,27220.45,True
2050,2024-08-29,Colômbia,CC-002,Viagens,Syndicate viral deliverables,9933.76,False
21,2024-08-29,Argentina,CC-015,Infraestrutura,Drive best-of-breed networks,20974.63,False
1227,2024-08-30,Brasil,CC-005,TI,Incubate transparent e-tailers,34934.91,True
875,2024-08-30,Brasil,CC-004,Consultoria,Syndicate efficient infrastructures,2948.09,True
1338,2024-08-30,Colômbia,CC-014,Viagens,Enable integrated paradigms,4198.28,False
1703,2024-08-31,Argentina,CC-014,TI,Embrace extensible e-markets,29247.91,True
2254,2024-08-31,Chile,CC-014,Viagens,Optimize virtual markets,5929.02,True
380,2024-08-31,Brasil,CC-014,Consultoria,Deliver turn-key functionalities,6501.59,True
1913,2024-08-31,México,CC-010,Infraestrutura,Embrace integrated systems,15427.8,True
220,2024-09-01,Colômbia,CC-015,TI,Benchmark robust functionalities,27402.04,True
1598,2024-09-01,Colômbia,CC-008,Marketing,Incentivize granular e-markets,8705.29,False
94,2024-09-01,Chile,CC-007,Infraestrutura,Reinvent holistic portals,30452.13,True
1259,2024-09-01,Peru,CC-008,Treinamento,Envisioneer web-enabled paradigms,9152.35,False
1808,2024-09-01,México,CC-007,Treinamento,Monetize next-generation web-readiness,5766.72,True
2211,2024-09-02,Colômbia,CC-008,Consultoria,Whiteboard granular relationships,3747.31,True
962,2024-09-02,Peru,CC-014,Infraestrutura,Engage intuitive models,30028.21,False
504,2024-09-02,Colômbia,CC-011,Viagens,Harness bricks-and-clicks markets,7208.03,True
1298,2024-09-02,Colômbia,CC-008,Viagens,Scale rich convergence,6881.74,True
1754,2024-09-02,Argentina,CC-001,Infraestrutura,Exploit mission-critical convergence,6503.25,False
1872,2024-09-03,Brasil,CC-012,Marketing,Syndicate cross-platform info-mediaries,5536.97,True
1245,2024-09-03,Argentina,CC-002,Infraestrutura,Matrix b2c e-business,5360.79,False
2285,2024-09-04,Argentina,CC-013,Consultoria,Architect e-business networks,5130.92,False
1294,2024-09-04,Brasil,CC-009,Marketing,Exploit enterprise schemas,3842.5,True
2236,2024-09-04,Chile,CC-002,Consultoria,Incubate seamless schemas,6742.81,False
1917,2024-09-05,Argentina,CC-014,Consultoria,Enhance cross-platform interfaces,7664.36,True
309,2024-09-05,Brasil,CC-004,Consultoria,Whiteboard value-added communities,8631.46,False
162,2024-09-05,Brasil,CC-006,TI,Repurpose scalable synergies,14276.13,True
2161,2024-09-05,Colômbia,CC-004,Viagens,Synthesize dot-com content,9683.36,True
306,2024-09-05,México,CC-012,Consultoria,Facilitate leading-edge technologies,6245.92,False
1162,2024-09-05,México,CC-002,TI,Deliver clicks-and-mortar vortals,15082.91,False
838,2024-09-06,Colômbia,CC-001,Consultoria,Revolutionize intuitive e-services,4616.82,True
1548,2024-09-06,Chile,CC-015,Marketing,Integrate global platforms,5860.59,True
560,2024-09-07,México,CC-003,Treinamento,Extend web-enabled portals,6991.36,True
834,2024-09-07,Peru,CC-005,Marketing,Extend one-to-one platforms,8781.13,True
1015,2024-09-07,Peru,CC-006,TI,Expedite real-time supply-chains,18182.25,True
1829,2024-09-08,Argentina,CC-013,Treinamento,Transform turn-key platforms,5968.14,True
204,2024-09-08,Brasil,CC-014,Marketing,Productize frictionless communities,7999.54,False
2273,2024-09-08,Brasil,CC-005,Viagens,Orchestrate b2c initiatives,2104.77,True
652,2024-09-09,Colômbia,CC-005,Marketing,Re-intermediate scalable bandwidth,4041.21,True
1170,2024-09-09,Brasil,CC-015,TI,Revolutionize b2c content,26139.73,True
2472,2024-09-09,México,CC-005,Marketing,Facilitate strategic users,1667.78,True
1173,2024-09-09,México,CC-014,Viagens,Disintermediate sticky web services,7661.84,True
753,2024-09-09,México,CC-001,Marketing,Unleash bricks-and-clicks models,2744.9,True
1154,2024-09-10,Colômbia,CC-012,Infraestrutura,Implement seamless communities,10867.85,False
2090,2024-09-10,Colômbia,CC-015,Infraestrutura,Orchestrate innovative experiences,32784.3,True
933,2024-09-10,Argentina,CC-004,Viagens,Orchestrate turn-key synergies,7098.24,True
502,2024-09-10,Peru,CC-007,Infraestrutura,Utilize one-to-one web-readiness,25814.07,True
1319,2024-09-11,Chile,CC-010,Viagens,Engineer synergistic solutions,1334.26,True
1414,2024-09-12,Brasil,CC-003,Infraestrutura,Repurpose virtual paradigms,17385.97,True
23,2024-09-12,Peru,CC-010,Treinamento,Transition cutting-edge e-markets,4970.22,False
369,2024-09-12,México,CC-003,Infraestrutura,Repurpose robust functionalities,29470.4,True
1357,2024-09-12,Colômbia,CC-014,TI,Engineer dot-com users,14019.54,True
2444,2024-09-13,Colômbia,CC-006,Viagens,Re-contextualize impactful markets,6096.76,False
677,2024-09-13,Colômbia,CC-008,Consultoria,Whiteboard clicks-and-mortar methodologies,2192.14,True
1518,2024-09-13,Argentina,CC-005,Infraestrutura,Repurpose mission-critical users,22681.68,True
238,2024-09-13,Brasil,CC-007,Marketing,Target sticky metrics,4075.13,True
1631,2024-09-14,Colômbia,CC-014,Consultoria,Aggregate wireless channels,4004.15,True
797,2024-09-14,Argentina,CC-002,TI,Target frictionless convergence,5908.3,False
1354,2024-09-14,Peru,CC-007,Marketing,Productize real-time architectures,7463.61,False
1595,2024-09-14,Colômbia,CC-008,TI,Evolve interactive eyeballs,14187.58,False
1617,2024-09-14,Argentina,CC-007,Treinamento,Implement enterprise metrics,3835.78,True
1879,2024-09-15,Peru,CC-001,Treinamento,Evolve virtual communities,8971.3,False
650,2024-09-15,Peru,CC-012,Consultoria,Target mission-critical action-items,6786.6,True
1943,2024-09-15,Colômbia,CC-010,Treinamento,Streamline frictionless e-business,4293.86,True
1130,2024-09-16,Colômbia,CC-003,TI,Transform interactive e-services,32664.91,True
2322,2024-09-16,Peru,CC-012,Marketing,Expedite proactive platforms,9769.89,True
976,2024-09-16,Peru,CC-001,Infraestrutura,Strategize leading-edge schemas,25882.04,True
2271,2024-09-18,Argentina,CC-003,Marketing,Cultivate dot-com partnerships,4119.46,True
2036,2024-09-18,Argentina,CC-012,Treinamento,Brand mission-critical e-commerce,1887.85,False
582,2024-09-18,Chile,CC-012,Marketing,Integrate ubiquitous communities,9509.16,False
1830,2024-09-18,México,CC-008,Treinamento,Enhance out-of-the-box networks,2866.68,True
737,2024-09-18,Argentina,CC-008,TI,Embrace 24/365 solutions,13574.4,True
1074,2024-09-18,Chile,CC-014,TI,Transform customized e-commerce,12063.85,True
1837,2024-09-19,Argentina,CC-003,Marketing,Engage turn-key web-readiness,7961.08,True
1383,2024-09-19,Chile,CC-010,Viagens,Extend cross-platform metrics,9712.64,True
2014,2024-09-19,Colômbia,CC-014,TI,Orchestrate web-enabled methodologies,6678.54,True
2054,2024-09-19,Peru,CC-001,TI,Optimize interactive users,12497.64,True
2038,2024-09-20,Argentina,CC-005,Treinamento,Re-intermediate open-source initiatives,3390.93,False
1273,2024-09-20,México,CC-010,Consultoria,Deliver scalable e-tailers,3293.33,False
2466,2024-09-20,Brasil,CC-011,Marketing,Target next-generation systems,4923.23,True
1200,2024-09-21,Argentina,CC-007,Viagens,Leverage clicks-and-mortar supply-chains,7127.99,False
343,2024-09-21,Colômbia,CC-012,Treinamento,Synthesize innovative deliverables,3707.37,False
486,2024-09-21,Peru,CC-005,Viagens,Visualize integrated infrastructures,6820.66,True
6,2024-09-22,Colômbia,CC-014,Treinamento,Engineer transparent mindshare,3648.08,True
2284,2024-09-23,Brasil,CC-003,TI,Grow vertical paradigms,30166.87,True
660,2024-09-23,Colômbia,CC-012,Infraestrutura,Empower 24/7 e-commerce,14581.81,True
2452,2024-09-24,Chile,CC-013,Marketing,Disintermediate bricks-and-clicks architectures,7253.71,False
2160,2024-09-24,Colômbia,CC-013,TI,Re-intermediate wireless networks,14939.89,False
584,2024-09-24,Chile,CC-006,Viagens,Synthesize 24/365 eyeballs,9549.65,False
2337,2024-09-24,Peru,CC-010,TI,Architect dot-com metrics,35514.37,False
2454,2024-09-25,Brasil,CC-003,TI,Empower integrated functionalities,15037.98,False
1923,2024-09-25,Argentina,CC-014,TI,Facilitate global niches,5209.24,True
2328,2024-09-25,Peru,CC-009,TI,Aggregate ubiquitous experiences,37282.75,True
631,2024-09-26,Chile,CC-009,Viagens,Iterate collaborative networks,3618.71,True
530,2024-09-26,Brasil,CC-012,TI,Monetize rich models,35426.27,True
2382,2024-09-26,Brasil,CC-015,Marketing,Synthesize cross-platform portals,9715.02,False
1605,2024-09-26,Chile,CC-010,Marketing,Re-intermediate synergistic convergence,1740.53,True
148,2024-09-26,Peru,CC-014,Treinamento,Architect visionary applications,3561.88,True
1874,2024-09-26,Brasil,CC-008,Marketing,Repurpose revolutionary synergies,6208.1,True
1028,2024-09-27,Argentina,CC-008,Treinamento,Reinvent ubiquitous methodologies,2047.43,True
2025,2024-09-27,Chile,CC-004,TI,Scale cross-media synergies,9505.13,True
