id,date,country,cost_center,category,description,amount_usd,approved
1199,2024-06-20,Chile,CC-006,Training,Visualize viral networks,6171.23,True
1504,2024-06-20,Colombia,CC-015,Marketing,Deliver virtual niches,6191.81,True
8,2024-06-20,Argentina,CC-007,Marketing,Architect bleeding-edge architectures,2099.45,True
1443,2024-06-20,Brazil,CC-012,IT,Whiteboard mission-critical synergies,35062.52,True
809,2024-06-21,Brazil,CC-005,Marketing,Integrate robust methodologies,8393.0,True
1033,2024-06-21,Colombia,CC-012,Marketing,Incentivize global niches,6383.62,True
626,2024-06-21,Chile,CC-014,Consulting,Monetize customized methodologies,6650.81,True
1805,2024-06-22,Colombia,CC-007,Travel,Target 24/365 e-markets,2489.67,False
792,2024-06-22,Mexico,CC-014,IT,Mesh ubiquitous mindshare,22768.86,False
555,2024-06-22,Brazil,CC-009,Consulting,Aggregate cross-media solutions,4537.52,False
174,2024-06-22,Peru,CC-002,IT,Brand next-generation metrics,13233.32,True
294,2024-06-22,Mexico,CC-001,Training,Target innovative partnerships,1947.62,True
2158,2024-06-22,Peru,CC-012,Infrastructure,Incentivize plug-and-play relationships,25803.85,True
1996,2024-06-23,Chile,CC-008,Infrastructure,Harness plug-and-play communities,29206.31,False
2071,2024-06-24,Argentina,CC-014,Marketing,Implement holistic mindshare,9849.93,False
309,2024-06-24,Brazil,CC-004,Consulting,Transition e-business initiatives,8631.46,False
882,2024-06-24,Colombia,CC-003,Travel,Harness efficient vortals,2078.32,True
1072,2024-06-25,Argentina,CC-015,Infrastructure,E-enable vertical supply-chains,27042.54,True
873,2024-06-25,Mexico,CC-007,Training,Re-intermediate leading-edge e-markets,7366.39,True
553,2024-06-25,Mexico,CC-004,IT,Innovate distributed content,37177.69,True
783,2024-06-25,Brazil,CC-002,Marketing,Matrix out-of-the-box infrastructures,1233.58,True
1410,2024-06-26,Argentina,CC-004,Training,Incubate strategic infrastructures,7964.62,True
437,2024-06-26,Mexico,CC-004,Marketing,Mesh enterprise users,7843.69,False
1519,2024-06-26,Colombia,CC-008,Training,Engineer interactive experiences,8599.72,True
2404,2024-06-27,Brazil,CC-002,Consulting,Embrace open-source channels,9359.35,True
501,2024-06-27,Brazil,CC-013,Marketing,E-enable seamless paradigms,4798.03,True
2047,2024-06-28,Brazil,CC-012,Travel,Disintermediate integrated relationships,8782.57,True
2452,2024-06-28,Chile,CC-013,Marketing,Re-intermediate frictionless portals,7253.71,False
253,2024-06-29,Mexico,CC-015,Infrastructure,Facilitate compelling e-services,28477.77,False
1269,2024-06-29,Argentina,CC-005,Infrastructure,Embrace b2b deliverables,6193.25,True
2415,2024-06-29,Argentina,CC-004,Marketing,Target intuitive e-commerce,2210.14,True
720,2024-06-29,Argentina,CC-003,Travel,Envisioneer customized convergence,9503.28,True
2476,2024-06-29,Peru,CC-002,Travel,Synergize 24/365 interfaces,6887.83,True
445,2024-06-30,Chile,CC-013,Infrastructure,Morph clicks-and-mortar content,30335.83,True
1678,2024-06-30,Argentina,CC-008,Marketing,Synthesize holistic e-tailers,3734.07,False
861,2024-07-01,Peru,CC-006,Training,Matrix distributed communities,6448.06,False
1987,2024-07-03,Colombia,CC-004,Infrastructure,Innovate revolutionary action-items,35707.68,True
235,2024-07-03,Mexico,CC-012,Marketing,Monetize e-business info-mediaries,7164.33,True
987,2024-07-03,Chile,CC-010,Consulting,Innovate 24/7 initiatives,5165.68,True
223,2024-07-03,Mexico,CC-003,Infrastructure,Unleash integrated platforms,30653.14,True
247,2024-07-04,Peru,CC-010,IT,Repurpose 24/365 solutions,20058.74,True
928,2024-07-04,Peru,CC-011,IT,Incubate proactive content,36884.07,True
1730,2024-07-04,Mexico,CC-008,Consulting,Deploy rich metrics,4834.57,True
2026,2024-07-06,Argentina,CC-008,Infrastructure,Innovate dynamic synergies,24236.48,True
326,2024-07-06,Chile,CC-011,Infrastructure,Generate strategic action-items,7282.86,True
1647,2024-07-06,Chile,CC-014,Consulting,Mesh value-added e-tailers,4793.7,True
1604,2024-07-06,Colombia,CC-007,Marketing,Innovate bleeding-edge applications,5553.28,True
2334,2024-07-07,Argentina,CC-005,Marketing,Enable rich action-items,2620.96,True
716,2024-07-07,Mexico,CC-011,Travel,Reinvent collaborative schemas,5647.76,False
1282,2024-07-08,Brazil,CC-002,Consulting,Grow cutting-edge applications,8621.12,True
2234,2024-07-08,Argentina,CC-001,Training,Implement strategic supply-chains,7542.77,True
334,2024-07-08,Mexico,CC-005,Infrastructure,Integrate killer bandwidth,35454.07,False
1809,2024-07-08,Mexico,CC-008,Consulting,Disintermediate 24/7 applications,6800.86,False
252,2024-07-08,Colombia,CC-012,Marketing,Evolve e-business partnerships,7100.28,False
71,2024-07-09,Peru,CC-003,Travel,Whiteboard impactful e-markets,9462.58,True
584,2024-07-09,Chile,CC-006,Travel,Reinvent world-class supply-chains,9549.65,False
2022,2024-07-09,Argentina,CC-015,Travel,Re-contextualize open-source supply-chains,6623.87,True
1408,2024-07-10,Chile,CC-008,IT,Target virtual schemas,19038.97,True
1821,2024-07-10,Chile,CC-012,Consulting,Engage vertical models,5382.0,True
2481,2024-07-10,Colombia,CC-004,IT,Embrace efficient action-items,10143.96,True
514,2024-07-10,Mexico,CC-013,IT,Transform b2c architectures,29394.73,True
2473,2024-07-10,Brazil,CC-012,Travel,Unleash global channels,6907.87,False
1610,2024-07-11,Peru,CC-002,Travel,Architect collaborative supply-chains,8846.67,True
1853,2024-07-11,Chile,CC-011,Training,Scale value-added metrics,3407.82,False
164,2024-07-12,Brazil,CC-012,Travel,Architect sticky users,6069.56,True
1098,2024-07-12,Mexico,CC-009,Training,Target holistic relationships,6918.82,True
1640,2024-07-12,Chile,CC-002,Training,Integrate world-class e-business,3822.22,False
1457,2024-07-13,Argentina,CC-010,Infrastructure,Disintermediate ubiquitous applications,19179.09,True
2262,2024-07-13,Peru,CC-003,Marketing,Innovate enterprise schemas,1385.22,True
82,2024-07-13,Chile,CC-007,Training,Enable clicks-and-mortar models,8980.39,True
1856,2024-07-14,Chile,CC-002,Travel,Iterate vertical deliverables,4678.68,True
2136,2024-07-14,Brazil,CC-010,Training,Streamline end-to-end content,6242.24,False
2317,2024-07-14,Chile,CC-011,IT,Redefine dot-com interfaces,22705.82,True
645,2024-07-14,Argentina,CC-014,IT,Redefine revolutionary metrics,27976.03,True
906,2024-07-15,Brazil,CC-014,Training,Maximize out-of-the-box e-services,6032.07,True
2094,2024-07-16,Argentina,CC-008,Consulting,Cultivate cross-media solutions,9604.45,True
1091,2024-07-17,Argentina,CC-013,Infrastructure,Disintermediate viral relationships,9435.09,True
554,2024-07-17,Peru,CC-014,Travel,Embrace world-class infrastructures,6952.87,True
1751,2024-07-17,Peru,CC-007,Infrastructure,Disintermediate user-centric markets,18749.0,False
2305,2024-07-17,Chile,CC-015,Travel,Envisioneer holistic infrastructures,2571.81,True
1620,2024-07-17,Mexico,CC-010,Consulting,Monetize leading-edge functionalities,8280.51,True
502,2024-07-18,Peru,CC-007,Infrastructure,Exploit cutting-edge e-services,25814.07,True
109,2024-07-18,Peru,CC-007,Infrastructure,Re-intermediate visionary synergies,17171.29,True
1855,2024-07-18,Brazil,CC-010,IT,Generate e-business roi,28893.04,True
1400,2024-07-19,Brazil,CC-001,Travel,Mesh interactive bandwidth,6650.7,True
64,2024-07-19,Argentina,CC-004,Infrastructure,Generate efficient models,28134.33,True
338,2024-07-19,Colombia,CC-003,IT,Matrix mission-critical paradigms,11975.92,True
1151,2024-07-19,Peru,CC-013,Training,Envisioneer impactful web-readiness,4178.11,True
1814,2024-07-19,Brazil,CC-005,Travel,Scale enterprise e-services,4452.36,True
2057,2024-07-20,Chile,CC-011,IT,Deploy cross-platform interfaces,24370.93,True
2380,2024-07-21,Peru,CC-004,Marketing,Integrate seamless models,8695.01,True
2201,2024-07-21,Brazil,CC-008,Consulting,Expedite cutting-edge niches,6975.26,True
1690,2024-07-21,Mexico,CC-009,IT,Target rich infrastructures,13089.62,False
1477,2024-07-22,Peru,CC-004,Infrastructure,Enable wireless communities,17918.4,True
450,2024-07-22,Peru,CC-003,Infrastructure,Utilize end-to-end applications,6555.28,True
127,2024-07-22,Peru,CC-015,IT,Mesh cross-platform users,32236.69,True
1994,2024-07-22,Colombia,CC-014,Marketing,Scale wireless e-business,7764.43,True
2425,2024-07-22,Mexico,CC-011,Marketing,Innovate world-class supply-chains,4490.85,True
1039,2024-07-23,Chile,CC-011,Travel,Harness customized roi,2562.05,True
69,2024-07-23,Argentina,CC-012,Consulting,Cultivate compelling functionalities,8536.96,True
2311,2024-07-23,Argentina,CC-012,Consulting,Exploit customized architectures,2816.51,True
1143,2024-07-23,Colombia,CC-005,Consulting,Integrate global mindshare,7196.69,True
1024,2024-07-24,Mexico,CC-009,IT,Architect b2c niches,25065.99,True
702,2024-07-24,Chile,CC-002,Travel,Disintermediate turn-key metrics,6229.52,True
1074,2024-07-24,Chile,CC-014,IT,Engage bricks-and-clicks relationships,12063.85,True
2034,2024-07-24,Peru,CC-003,IT,Utilize holistic interfaces,35463.06,True
452,2024-07-24,Chile,CC-009,IT,Enhance viral eyeballs,19668.9,True
1485,2024-07-25,Peru,CC-006,Travel,Evolve cross-platform web services,6660.01,True
804,2024-07-25,Mexico,CC-005,Marketing,Innovate collaborative initiatives,8925.46,False
2125,2024-07-25,Argentina,CC-004,IT,Repurpose impactful applications,31043.83,True
1083,2024-07-26,Peru,CC-004,Travel,Orchestrate rich paradigms,1304.02,False
456,2024-07-26,Peru,CC-008,IT,Aggregate synergistic infrastructures,27277.92,True
1136,2024-07-26,Colombia,CC-005,IT,Monetize scalable architectures,15783.12,False
1622,2024-07-27,Brazil,CC-008,Training,Incubate cutting-edge technologies,8250.43,False
1530,2024-07-27,Peru,CC-010,Consulting,Transform interactive infrastructures,2428.2,True
2015,2024-07-27,Peru,CC-002,Training,Extend cutting-edge vortals,4447.02,True
222,2024-07-28,Chile,CC-009,Consulting,Exploit enterprise eyeballs,2481.01,False
255,2024-07-28,Chile,CC-004,Travel,Strategize front-end functionalities,7274.47,False
997,2024-07-29,Mexico,CC-009,IT,Optimize impactful paradigms,34408.02,True
505,2024-07-29,Peru,CC-009,Marketing,Architect vertical e-tailers,2243.97,False
2183,2024-07-29,Colombia,CC-015,Travel,Repurpose global supply-chains,6623.32,True
411,2024-07-29,Argentina,CC-009,Infrastructure,Re-contextualize bricks-and-clicks channels,14493.21,True
1896,2024-07-30,Peru,CC-005,Travel,Exploit bleeding-edge e-services,6121.47,False
447,2024-07-31,Argentina,CC-010,Infrastructure,Monetize best-of-breed e-services,12492.49,True
815,2024-07-31,Brazil,CC-002,Training,Orchestrate innovative e-commerce,8165.12,True
519,2024-07-31,Peru,CC-008,Infrastructure,Cultivate open-source bandwidth,18597.62,True
1145,2024-07-31,Chile,CC-004,Consulting,Visualize end-to-end niches,6818.98,True
463,2024-08-01,Argentina,CC-010,Travel,Disintermediate cross-platform convergence,6617.96,True
1032,2024-08-01,Brazil,CC-004,Infrastructure,Enhance vertical paradigms,21983.95,False
304,2024-08-01,Brazil,CC-001,Consulting,Monetize 24/7 markets,8783.53,False
3,2024-08-01,Mexico,CC-002,Consulting,Transition intuitive markets,1479.69,True
772,2024-08-01,Colombia,CC-006,Consulting,Utilize robust paradigms,8959.58,False
1317,2024-08-02,Chile,CC-005,IT,Scale interactive channels,10854.01,True
2104,2024-08-02,Brazil,CC-010,Travel,Brand proactive web services,4194.09,True
516,2024-08-02,Mexico,CC-014,Training,Morph revolutionary networks,7998.34,True
217,2024-08-02,Peru,CC-006,Training,Cultivate innovative systems,4544.08,False
342,2024-08-03,Peru,CC-006,Consulting,Deliver open-source infrastructures,1584.49,True
2288,2024-08-03,Colombia,CC-007,Marketing,Benchmark synergistic systems,4009.98,False
1380,2024-08-04,Brazil,CC-003,Infrastructure,Monetize b2c roi,8181.13,True
952,2024-08-04,Brazil,CC-004,Marketing,Generate bricks-and-clicks bandwidth,3146.54,True
2108,2024-08-04,Chile,CC-015,Marketing,Synthesize compelling e-commerce,8218.16,True
612,2024-08-04,Argentina,CC-007,Infrastructure,Redefine integrated users,26191.16,True
2410,2024-08-05,Argentina,CC-015,IT,Orchestrate rich models,14358.91,True
1830,2024-08-05,Mexico,CC-008,Training,Visualize frictionless users,2866.68,True
195,2024-08-06,Peru,CC-004,Consulting,Architect granular niches,7887.92,True
1223,2024-08-06,Brazil,CC-015,Travel,Brand revolutionary vortals,3773.96,False
1373,2024-08-07,Colombia,CC-013,Marketing,Cultivate scalable info-mediaries,9653.12,True
295,2024-08-07,Argentina,CC-002,Training,Architect granular infrastructures,1637.91,True
1597,2024-08-07,Brazil,CC-002,Consulting,Iterate b2b models,8945.11,False
607,2024-08-08,Peru,CC-002,Infrastructure,Benchmark value-added e-business,19430.76,True
1915,2024-08-08,Colombia,CC-015,Travel,Morph rich functionalities,5564.19,True
2344,2024-08-09,Brazil,CC-008,IT,Strategize global methodologies,17311.36,True
1363,2024-08-09,Colombia,CC-007,Marketing,Reinvent frictionless initiatives,3186.52,True
2173,2024-08-10,Brazil,CC-006,Infrastructure,Aggregate interactive eyeballs,25593.39,True
2134,2024-08-10,Chile,CC-002,Travel,Exploit intuitive supply-chains,2256.0,True
1186,2024-08-10,Mexico,CC-005,IT,Streamline collaborative users,37282.6,True
543,2024-08-10,Mexico,CC-002,Travel,Incubate dynamic content,8583.8,True
2337,2024-08-11,Peru,CC-010,IT,Target killer markets,35514.37,False
1478,2024-08-12,Chile,CC-002,Marketing,Syndicate 24/7 functionalities,3303.75,True
595,2024-08-12,Colombia,CC-010,Travel,Transform back-end platforms,5151.79,False
22,2024-08-12,Argentina,CC-012,Marketing,Scale web-enabled applications,2428.75,True
777,2024-08-12,Mexico,CC-010,Travel,Expedite vertical partnerships,4173.97,False
966,2024-08-13,Brazil,CC-009,IT,Enable end-to-end functionalities,30709.09,True
126,2024-08-13,Colombia,CC-013,Marketing,Implement bricks-and-clicks web services,7086.09,False
801,2024-08-13,Mexico,CC-001,Consulting,Cultivate killer metrics,9271.02,False
237,2024-08-13,Chile,CC-006,Consulting,Transform viral channels,1493.61,True
149,2024-08-15,Brazil,CC-004,Marketing,Seize holistic schemas,8958.35,False
1523,2024-08-15,Peru,CC-009,Infrastructure,Benchmark front-end action-items,36101.58,False
1056,2024-08-15,Peru,CC-002,Travel,Syndicate extensible supply-chains,9785.68,True
78,2024-08-16,Mexico,CC-015,Travel,Streamline virtual mindshare,2184.49,True
1982,2024-08-16,Peru,CC-015,Travel,Productize dot-com e-services,3733.62,False
5,2024-08-16,Peru,CC-007,Infrastructure,Iterate global e-commerce,27643.72,True
768,2024-08-16,Argentina,CC-002,Infrastructure,Enhance world-class users,33715.57,True
262,2024-08-16,Chile,CC-010,IT,Morph proactive partnerships,30525.24,True
1471,2024-08-16,Peru,CC-004,Consulting,Transition global functionalities,7678.37,True
2494,2024-08-17,Peru,CC-008,Consulting,Synergize viral channels,3431.12,True
1161,2024-08-17,Peru,CC-010,IT,Expedite plug-and-play methodologies,33636.77,True
2191,2024-08-17,Brazil,CC-007,Infrastructure,Envisioneer proactive mindshare,25328.82,True
327,2024-08-17,Brazil,CC-008,IT,Innovate b2c initiatives,27851.52,True
788,2024-08-17,Argentina,CC-006,Marketing,Aggregate rich technologies,8992.34,True
1424,2024-08-18,Peru,CC-003,Consulting,Empower next-generation infrastructures,7670.85,True
1416,2024-08-18,Colombia,CC-012,Consulting,Strategize b2b web services,4754.43,True
1579,2024-08-18,Colombia,CC-011,Training,Transition integrated web services,7678.33,False
641,2024-08-19,Brazil,CC-005,Training,Aggregate vertical e-business,4287.18,True
2059,2024-08-19,Colombia,CC-015,Infrastructure,Target viral users,23843.29,True
840,2024-08-20,Peru,CC-014,Marketing,Incentivize strategic niches,5664.37,True
1607,2024-08-20,Peru,CC-007,Marketing,Grow wireless e-tailers,4549.05,True
363,2024-08-20,Chile,CC-006,Consulting,Morph cutting-edge markets,1213.77,True
779,2024-08-20,Mexico,CC-002,Consulting,Morph enterprise metrics,2582.51,True
61,2024-08-20,Colombia,CC-010,Travel,Repurpose bricks-and-clicks e-markets,9486.05,True
438,2024-08-20,Mexico,CC-003,Travel,Incubate user-centric convergence,1598.67,True
489,2024-08-21,Colombia,CC-008,Infrastructure,Enhance extensible systems,22624.74,True
2121,2024-08-21,Chile,CC-012,Infrastructure,Deliver visionary e-commerce,34961.1,False
1663,2024-08-22,Colombia,CC-009,Training,Extend transparent e-tailers,7617.24,True
1555,2024-08-22,Argentina,CC-014,IT,Deliver distributed platforms,21111.64,True
2042,2024-08-22,Argentina,CC-007,Consulting,Transform scalable content,1374.34,False
1315,2024-08-22,Chile,CC-002,Consulting,Expedite one-to-one paradigms,9024.84,True
2185,2024-08-22,Argentina,CC-015,Infrastructure,Seize frictionless technologies,26318.75,True
91,2024-08-23,Peru,CC-014,Training,Maximize visionary systems,4717.17,True
2029,2024-08-25,Argentina,CC-004,Infrastructure,Implement customized platforms,15431.92,True
292,2024-08-25,Peru,CC-007,Training,Enhance 24/7 portals,3093.17,False
2038,2024-08-25,Argentina,CC-005,Training,Strategize synergistic web services,3390.93,False
955,2024-08-25,Colombia,CC-010,IT,Productize interactive functionalities,34348.38,True
851,2024-08-25,Colombia,CC-003,Marketing,Incubate enterprise mindshare,6753.09,True
567,2024-08-25,Chile,CC-013,Travel,Productize efficient technologies,6780.28,False
1725,2024-08-26,Mexico,CC-002,Infrastructure,Deploy open-source markets,25858.44,True
2244,2024-08-26,Mexico,CC-012,Consulting,Maximize vertical interfaces,5633.6,True
2374,2024-08-26,Colombia,CC-010,Marketing,Maximize b2c platforms,2756.68,True
2229,2024-08-26,Argentina,CC-010,Infrastructure,Repurpose compelling web-readiness,13606.25,False
42,2024-08-26,Mexico,CC-004,Training,Facilitate transparent e-commerce,3225.01,True
1778,2024-08-27,Argentina,CC-009,Consulting,Engineer 24/7 technologies,4203.62,True
2413,2024-08-27,Argentina,CC-015,Training,Orchestrate proactive niches,7726.93,True
1355,2024-08-27,Colombia,CC-003,Training,Strategize extensible metrics,3058.7,False
1367,2024-08-29,Peru,CC-012,Travel,Architect collaborative niches,2450.37,True
359,2024-08-29,Brazil,CC-002,Marketing,Target magnetic niches,3291.23,True
66,2024-08-29,Chile,CC-010,Travel,Re-contextualize efficient e-business,1281.98,True
678,2024-08-30,Mexico,CC-015,Travel,Maximize e-business functionalities,9884.57,True
1178,2024-08-30,Peru,CC-008,Training,Grow cutting-edge web services,4350.08,False
92,2024-08-30,Brazil,CC-005,Travel,Engage visionary relationships,8917.94,True
2112,2024-08-31,Argentina,CC-012,Training,Disintermediate dynamic partnerships,3693.86,True
2483,2024-08-31,Brazil,CC-012,IT,Target ubiquitous platforms,21106.93,False
384,2024-08-31,Peru,CC-007,Marketing,Target user-centric channels,6610.69,True
378,2024-08-31,Colombia,CC-008,Marketing,Iterate revolutionary networks,9768.77,False
1525,2024-09-01,Peru,CC-012,Marketing,Transform granular action-items,4698.51,False
2178,2024-09-01,Chile,CC-002,Travel,Innovate one-to-one markets,6785.15,True
796,2024-09-01,Brazil,CC-003,Consulting,Unleash compelling schemas,2721.33,True
2314,2024-09-02,Argentina,CC-002,Marketing,Envisioneer extensible experiences,2153.93,True
1925,2024-09-02,Peru,CC-004,Travel,Repurpose impactful communities,4177.77,True
866,2024-09-02,Chile,CC-001,Infrastructure,Harness dot-com models,25967.83,False
737,2024-09-03,Argentina,CC-008,IT,Monetize e-business systems,13574.4,True
2083,2024-09-03,Peru,CC-015,Consulting,Exploit user-centric metrics,7581.94,True
496,2024-09-03,Argentina,CC-010,Training,Engineer user-centric metrics,4855.74,True
1606,2024-09-03,Argentina,CC-012,Marketing,Visualize cross-platform mindshare,4270.12,True
1472,2024-09-04,Chile,CC-015,Consulting,Enhance holistic functionalities,6299.31,True
1971,2024-09-04,Argentina,CC-007,Travel,Architect efficient eyeballs,9219.84,True
1230,2024-09-04,Mexico,CC-011,Marketing,Leverage synergistic action-items,8344.66,True
2111,2024-09-04,Argentina,CC-008,Marketing,Target enterprise mindshare,8567.51,False
1353,2024-09-04,Chile,CC-012,Travel,Optimize intuitive models,3270.12,False
1752,2024-09-05,Peru,CC-009,Training,Incentivize frictionless e-tailers,6443.39,True
1932,2024-09-05,Argentina,CC-011,Marketing,Revolutionize seamless markets,3375.11,True
899,2024-09-05,Brazil,CC-009,Infrastructure,Harness dynamic vortals,35334.26,False
539,2024-09-06,Mexico,CC-011,IT,Whiteboard revolutionary e-tailers,20976.95,True
1450,2024-09-06,Mexico,CC-013,Training,Optimize collaborative e-services,3129.63,True
1124,2024-09-06,Mexico,CC-009,IT,Matrix customized eyeballs,30793.32,True
2486,2024-09-06,Chile,CC-001,Consulting,Implement open-source action-items,2448.14,False
1338,2024-09-07,Colombia,CC-014,Travel,Iterate revolutionary solutions,4198.28,False
1016,2024-09-07,Colombia,CC-004,Infrastructure,Syndicate visionary e-business,20300.88,True
229,2024-09-07,Colombia,CC-007,Marketing,Morph best-of-breed users,2953.11,False
561,2024-09-07,Brazil,CC-013,IT,Engage one-to-one initiatives,23872.19,False
1316,2024-09-08,Brazil,CC-011,Training,Incentivize ubiquitous partnerships,7874.75,True
1465,2024-09-08,Argentina,CC-001,Travel,Deploy bleeding-edge solutions,7291.45,True
2052,2024-09-08,Peru,CC-008,Marketing,Brand viral roi,5684.55,True
336,2024-09-08,Peru,CC-006,Infrastructure,Generate next-generation functionalities,18472.41,True
1646,2024-09-09,Colombia,CC-003,IT,Synergize proactive models,9261.17,True
1150,2024-09-09,Chile,CC-008,Travel,Transform efficient content,3388.76,True
1687,2024-09-09,Colombia,CC-011,Marketing,Scale best-of-breed platforms,9971.31,True
2070,2024-09-10,Mexico,CC-001,IT,Engineer integrated eyeballs,10626.06,True
1490,2024-09-10,Argentina,CC-008,Training,E-enable killer action-items,2199.31,True
677,2024-09-11,Colombia,CC-008,Consulting,Productize interactive solutions,2192.14,True
6,2024-09-11,Colombia,CC-014,Training,Harness b2c paradigms,3648.08,True
2193,2024-09-12,Colombia,CC-001,Training,Embrace cutting-edge functionalities,8665.5,True
704,2024-09-12,Brazil,CC-013,Consulting,Grow frictionless infrastructures,8821.08,True
972,2024-09-12,Mexico,CC-015,Travel,Target 24/7 relationships,3677.35,False
819,2024-09-12,Peru,CC-014,IT,Exploit dot-com e-services,13541.26,False
1142,2024-09-13,Colombia,CC-009,Infrastructure,Re-contextualize out-of-the-box roi,29942.87,True
2184,2024-09-13,Peru,CC-012,Consulting,Incentivize sticky markets,7382.81,True
2153,2024-09-13,Chile,CC-010,IT,Generate bleeding-edge users,36094.96,True
1951,2024-09-14,Chile,CC-013,Marketing,Innovate back-end web-readiness,7757.86,True
2464,2024-09-14,Argentina,CC-007,IT,Unleash cutting-edge metrics,34751.01,False
32,2024-09-14,Peru,CC-003,Training,Maximize ubiquitous convergence,6558.94,True
2219,2024-09-14,Brazil,CC-005,Consulting,Aggregate user-centric applications,4784.22,True
1746,2024-09-15,Brazil,CC-003,Marketing,Deploy customized info-mediaries,7973.55,False
1793,2024-09-15,Colombia,CC-015,Infrastructure,Streamline efficient networks,28223.06,True
697,2024-09-15,Mexico,CC-004,Infrastructure,Generate best-of-breed eyeballs,28351.69,True
1405,2024-09-15,Colombia,CC-013,Infrastructure,Synergize ubiquitous action-items,34311.92,True
771,2024-09-16,Brazil,CC-007,Consulting,Enhance interactive content,5056.34,True
734,2024-09-16,Brazil,CC-001,Travel,Aggregate strategic systems,9492.07,True
724,2024-09-16,Brazil,CC-005,IT,Mesh world-class models,31150.7,True
208,2024-09-17,Mexico,CC-015,Training,Implement cross-platform action-items,4519.45,True
749,2024-09-17,Chile,CC-010,IT,Engage rich convergence,10311.31,True
725,2024-09-17,Argentina,CC-012,Marketing,Leverage cross-media bandwidth,2505.25,True
1017,2024-09-17,Peru,CC-001,Consulting,Aggregate out-of-the-box initiatives,1397.53,True
2390,2024-09-17,Mexico,CC-001,Infrastructure,Strategize revolutionary users,17479.49,False
642,2024-09-18,Chile,CC-010,Infrastructure,Visualize vertical eyeballs,14156.95,True
46,2024-09-18,Argentina,CC-004,Consulting,Enable enterprise e-business,8305.97,True
758,2024-09-18,Brazil,CC-002,Training,Streamline synergistic networks,8773.89,True
1739,2024-09-19,Colombia,CC-011,Infrastructure,Evolve out-of-the-box action-items,17868.02,False
2252,2024-09-19,Mexico,CC-001,Marketing,Incubate vertical paradigms,4056.79,True
1881,2024-09-19,Colombia,CC-011,Consulting,Revolutionize enterprise solutions,3611.51,False
744,2024-09-19,Argentina,CC-004,Travel,Redefine frictionless deliverables,4006.12,True
2287,2024-09-20,Argentina,CC-003,Travel,Orchestrate open-source web-readiness,4042.87,True
829,2024-09-20,Colombia,CC-008,Consulting,Facilitate best-of-breed systems,8693.96,True
2063,2024-09-20,Brazil,CC-013,Infrastructure,Optimize world-class e-markets,23396.19,True
1057,2024-09-21,Colombia,CC-007,Marketing,Monetize synergistic schemas,7093.03,True
2019,2024-09-21,Peru,CC-003,Infrastructure,Repurpose user-centric web-readiness,8886.74,True
1712,2024-09-21,Peru,CC-013,Infrastructure,Strategize user-centric networks,34426.99,True
1692,2024-09-22,Argentina,CC-001,Marketing,Strategize 24/7 channels,2228.21,True
2074,2024-09-22,Brazil,CC-004,Marketing,Target innovative systems,1461.07,False
666,2024-09-22,Brazil,CC-005,Marketing,Iterate real-time functionalities,4434.54,True
476,2024-09-22,Chile,CC-011,IT,Orchestrate enterprise architectures,28626.93,True
2263,2024-09-23,Colombia,CC-002,Infrastructure,Implement visionary info-mediaries,24558.13,True
1639,2024-09-23,Peru,CC-001,Consulting,Re-intermediate one-to-one channels,8083.66,True
1110,2024-09-24,Mexico,CC-010,Travel,Unleash dynamic schemas,2114.57,True
1232,2024-09-24,Argentina,CC-011,Marketing,Brand efficient platforms,9095.14,True
2356,2024-09-24,Peru,CC-001,Marketing,Deploy transparent interfaces,2819.89,True
1816,2024-09-24,Chile,CC-013,Marketing,Implement dot-com web-readiness,5476.14,True
2092,2024-09-24,Mexico,CC-012,Training,Strategize strategic e-markets,8106.79,True
596,2024-09-24,Mexico,CC-015,Consulting,Strategize virtual roi,5902.43,False
2416,2024-09-24,Chile,CC-012,IT,Seize distributed e-tailers,11752.12,True
436,2024-09-25,Argentina,CC-013,Travel,Scale 24/7 functionalities,4666.35,True
790,2024-09-25,Argentina,CC-003,Marketing,Reinvent efficient info-mediaries,6165.37,True
100,2024-09-25,Peru,CC-004,Marketing,Mesh world-class niches,6078.83,False
2444,2024-09-26,Colombia,CC-006,Travel,Generate holistic eyeballs,6096.76,False
1187,2024-09-26,Chile,CC-006,IT,Productize robust markets,11589.15,True
937,2024-09-26,Peru,CC-004,Infrastructure,Orchestrate holistic experiences,23021.93,True
1160,2024-09-26,Mexico,CC-013,Marketing,Target customized eyeballs,5195.9,False
643,2024-09-27,Mexico,CC-003,Infrastructure,Synergize collaborative e-commerce,31400.97,False
921,2024-09-27,Peru,CC-014,Training,Repurpose clicks-and-mortar interfaces,2728.12,True
838,2024-09-28,Colombia,CC-001,Consulting,Disintermediate viral niches,4616.82,True
361,2024-09-28,Brazil,CC-008,Travel,Re-intermediate one-to-one web-readiness,8562.85,True
1570,2024-09-28,Mexico,CC-014,Training,Syndicate impactful mindshare,1801.37,True
2436,2024-09-28,Chile,CC-001,Marketing,Envisioneer cross-platform convergence,2943.72,False
816,2024-09-29,Peru,CC-013,Training,Utilize robust vortals,4749.79,True
568,2024-09-29,Colombia,CC-007,IT,Enable scalable schemas,16241.77,False
175,2024-09-30,Argentina,CC-003,IT,Maximize dynamic experiences,22715.74,True
398,2024-09-30,Mexico,CC-005,Training,Matrix value-added users,3755.19,True
